Locality,Sample,mab,Latitude,Longitude,Geologic Unit(s),Fossil,Fossil Subgroup,Fossil Unit,Reference,Period,Epoch,Age,projectName,Sample Collector
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Brachiopod,Spiriferina sp.,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Brachiopod,Ambocoelia,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Brachiopod,Squamularia,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Brachiopod,Composita affinis,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Brachiopod,Composita mexicana var.,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Brachiopod,Hustedia meekana,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Brachiopod,Leptodus,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Parallelodon 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Parallelodon 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Entohium ,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Streblopteria,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Aviculipecten 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Aviculipecten 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Aviculipecten 3,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Aviculipecten 4,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Lima,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Myoconcha,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Myalina,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Pleurophorus 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Pleurophorus 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Pelecypod,Cypricardinia,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Gastropod,Euphemus,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Gastropod,Pleurotomaria,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Gastropod,Naticopsis,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Gastropod,Omphalotrochus,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Nautiloid,Nautilus,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7470,USGS 7470,n/a,31.8854,-104.8183,Getaway Limestone,Invertebrate,Trilobite,Anisopyge,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Fusulinid,Fusulina,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Coral,Lophophyllum,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Bryozoan,Fistulopora,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Bryozoan,Fenestella ?,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Bryozoan,Acanthocladia,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Bryozoan,Rhombopora ,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Streptorhynchus,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Derbyia,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Derbyia?  ,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Meekella,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Chonetes,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 3,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 4,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 5,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 6,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 7,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 8,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 9,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 10,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 11,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 12,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 13,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 14,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Productus 15,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Pustula 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Pustula 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Pustula 3,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Marginifera,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Aulosteges,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Richthofenia,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Strophalosia,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Pugnoides 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Pugnoides 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Pugnoides 3,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Pugnoides 4,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Camarotoechia 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Camarotoechia 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Rhynchopora,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Camarophoria,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Dielasma,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Spirifer 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Spirifer 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Spirifer 3,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Spiriferina 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Spiriferina 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Ambocoelia,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Composita 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Composita 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Brachiopod,Hustedia,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Pelecypod,Nucula,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Pelecypod,Parallelodon 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Pelecypod,Parallelodon 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Pelecypod,Aviculipecten 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Pelecypod,Aviculipecten 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Pelecypod,Aviculipecten 3,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Pelecypod,Aviculipecten 4,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Pelecypod,Streblopteria,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Pelecypod,Myalina,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Pelecypod,Myoconcha,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Gastropod,Astartella,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Gastropod,Cypricardinia,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Gastropod,Omphalotrochus ,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7471,USGS 7471,n/a,31.8315,-104.8147,Cherry Canyon Formation,Invertebrate,Trilobite,Anisopyge,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Fusulinid,Fusulina,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Coral,Lophophyllum? sp.,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Coral,Cladopora spinulata,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Bryozoan,Fistulipora guadalupensis,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Bryozoan,Domopora terminalis ,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Brachiopod,Meekella attenuata,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Brachiopod,Chonetes,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Brachiopod,Productus 1,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Brachiopod,Productus 2,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Brachiopod,Productus 3,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Brachiopod,Productus 4,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Brachiopod,Productus 5,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Brachiopod,Productus 6,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Brachiopod,Productus 7,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
USGS 7472,USGS 7472,n/a,31.8611,-104.786,Getaway Limestone,Invertebrate,Brachiopod,Productus 8,"Girty, Written Commun., 1934",Permian,Guadalupian,Roadian,"Guadalupe Peak 1:100,000 Quadrangle, West Texas",Richard E. Grant
